team,name,nationality,position,apps,mins,goals,xg,goals_vs_xg,shots,sot,conv_pct,xg_per_shot,goals_x90,xg_x90,goals_vs_xg_x90,shots_x90,sot_x90,xg_per_90,goals_per_90,xa_per_90,assists_per_90,start_probability,status,saves_made,goals_conceded,save_perc,goals_prevented,xgot_conceded
Canada,Alphonso Davies,Canada,DF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Canada,Alistair Johnston,Canada,DF,3,270,0.0,0.24,-0.24,4.0,2.0,0.0,0.06,0.0,0.08,-0.08,1.33,0.67,0.08,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Switzerland,Zeki Amdouni,Switzerland,FW,1,11,0.0,0.02,-0.02,1.0,0.0,0.0,0.02,0.0,0.16,-0.16,8.18,0.0,0.16,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Switzerland,Noah Okafor,Switzerland,FW,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Canada,Stephen Eustaquio,Canada,MF,3,211,0.0,0.04,-0.04,2.0,0.0,0.0,0.02,0.0,0.02,-0.02,0.85,0.0,0.02,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Switzerland,Breel Embolo,Switzerland,FW,3,264,1.0,1.96,-0.96,7.0,3.0,14.29,0.28,0.34,0.67,-0.33,2.39,1.02,0.67,0.34,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Switzerland,Remo Freuler,Switzerland,MF,3,269,0.0,0.01,-0.01,1.0,0.0,0.0,0.01,0.0,0.0,-0.0,0.33,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Switzerland,Fabian Rieder,Switzerland,MF,2,96,0.0,0.05,-0.05,1.0,0.0,0.0,0.05,0.0,0.05,-0.05,0.94,0.0,0.05,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Switzerland,Cedric Itten,Switzerland,FW,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Canada,Jacob Shaffelburg,Canada,FW,3,55,0.0,0.09,-0.09,3.0,0.0,0.0,0.03,0.0,0.15,-0.15,4.91,0.0,0.15,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Switzerland,Silvan Widmer,Switzerland,DF,2,102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Switzerland,Ricardo Rodriguez,Switzerland,DF,3,269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Switzerland,Johan Manzambi,Switzerland,MF,3,129,3.0,0.77,2.23,6.0,3.0,50.0,0.13,2.09,0.54,1.56,4.19,2.09,0.54,2.09,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Switzerland,Denis Zakaria,Switzerland,MF,1,90,0.0,0.27,-0.27,2.0,1.0,0.0,0.13,0.0,0.27,-0.27,2.0,1.0,0.27,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Switzerland,Christian Fassnacht,Switzerland,MF,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Switzerland,Luca Jaquez,Switzerland,DF,2,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Canada,Mathieu Choiniere,Canada,MF,1,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Canada,Promise David,Canada,FW,2,45,1.0,0.8,0.2,4.0,3.0,25.0,0.2,2.0,1.6,0.4,8.0,6.0,1.6,2.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Canada,Joel Waterman,Canada,DF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Switzerland,Granit Xhaka,Switzerland,MF,3,270,1.0,0.9,0.1,5.0,1.0,20.0,0.18,0.33,0.3,0.03,1.67,0.33,0.3,0.33,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Switzerland,Djibril Sow,Switzerland,MF,2,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Canada,Tajon Buchanan,Canada,FW,3,218,0.0,0.6,-0.6,4.0,1.0,0.0,0.15,0.0,0.25,-0.25,1.65,0.41,0.25,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Canada,Moise Bombito,Canada,DF,1,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Canada,Richie Laryea,Canada,DF,3,263,0.0,0.28,-0.28,2.0,1.0,0.0,0.14,0.0,0.1,-0.1,0.68,0.34,0.1,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Bosnia-Herzegovina,Benjamin Tahirovic,Bosnia-Herzegovina,MF,3,198,0.0,0.02,-0.02,1.0,0.0,0.0,0.02,0.0,0.01,-0.01,0.45,0.0,0.01,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Qatar,Jassem Gaber,Qatar,DF,3,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Bosnia-Herzegovina,Amar Memic,Bosnia-Herzegovina,MF,3,209,0.0,0.07,-0.07,2.0,1.0,0.0,0.03,0.0,0.03,-0.03,0.86,0.43,0.03,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Bosnia-Herzegovina,Ivan Basic,Bosnia-Herzegovina,MF,3,179,0.0,0.12,-0.12,4.0,0.0,0.0,0.03,0.0,0.06,-0.06,2.01,0.0,0.06,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Qatar,Ahmed Al Ganehi,Qatar,FW,1,34,0.0,0.04,-0.04,1.0,0.0,0.0,0.04,0.0,0.11,-0.11,2.65,0.0,0.11,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Bosnia-Herzegovina,Jovo Lukic,Bosnia-Herzegovina,FW,2,66,1.0,0.69,0.31,3.0,2.0,33.33,0.23,1.36,0.94,0.42,4.09,2.73,0.94,1.36,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Qatar,Ahmed Fathy,Qatar,MF,3,151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Qatar,Ahmed Alaa,Qatar,FW,2,41,0.0,0.11,-0.11,1.0,1.0,0.0,0.11,0.0,0.24,-0.24,2.2,2.2,0.24,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Qatar,Tahsin Mohammed,Qatar,FW,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Bosnia-Herzegovina,Ermedin Demirovic,Bosnia-Herzegovina,FW,3,266,0.0,0.04,-0.04,2.0,2.0,0.0,0.02,0.0,0.01,-0.01,0.68,0.68,0.01,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Bosnia-Herzegovina,Sead Kolasinac,Bosnia-Herzegovina,DF,3,264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Bosnia-Herzegovina,Samed Bazdar,Bosnia-Herzegovina,FW,1,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Qatar,Karim Boudiaf,Qatar,MF,2,102,0.0,0.02,-0.02,1.0,0.0,0.0,0.02,0.0,0.02,-0.02,0.88,0.0,0.02,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Qatar,Issa Laye,Qatar,DF,3,270,0.0,0.08,-0.08,1.0,0.0,0.0,0.08,0.0,0.03,-0.03,0.33,0.0,0.03,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Qatar,Abdulaziz Hatem,Qatar,MF,1,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Bosnia-Herzegovina,Ivan Sunjic,Bosnia-Herzegovina,MF,3,147,0.0,0.03,-0.03,1.0,1.0,0.0,0.03,0.0,0.02,-0.02,0.61,0.61,0.02,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Qatar,Yusuf Abdurisag,Qatar,FW,2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Bosnia-Herzegovina,Ermin Mahmic,Bosnia-Herzegovina,MF,2,27,2.0,0.12,1.88,2.0,2.0,100.0,0.06,6.67,0.4,6.27,6.67,6.67,0.4,6.67,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Bosnia-Herzegovina,Haris Tabakovic,Bosnia-Herzegovina,FW,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Bosnia-Herzegovina,Kerim Alajbegovic,Bosnia-Herzegovina,FW,3,187,1.0,0.19,0.81,2.0,1.0,50.0,0.1,0.48,0.09,0.39,0.96,0.48,0.09,0.48,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Qatar,Sultan Al Brake,Qatar,DF,2,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Bosnia-Herzegovina,Dzenis Burnic,Bosnia-Herzegovina,MF,2,14,0.0,0.01,-0.01,1.0,0.0,0.0,0.01,0.0,0.06,-0.06,6.43,0.0,0.06,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Qatar,Pedro Miguel,Qatar,DF,3,270,0.0,0.22,-0.22,3.0,1.0,0.0,0.07,0.0,0.07,-0.07,1.0,0.33,0.07,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Bosnia-Herzegovina,Dennis Hadzikadunic,Bosnia-Herzegovina,DF,1,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Bosnia-Herzegovina,Amir Hadziahmetovic,Bosnia-Herzegovina,MF,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Bosnia-Herzegovina,Nikola Katic,Bosnia-Herzegovina,DF,3,243,0.0,0.07,-0.07,1.0,0.0,0.0,0.07,0.0,0.03,-0.03,0.37,0.0,0.03,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Qatar,Edmilson Junior,Qatar,FW,3,212,0.0,0.56,-0.56,3.0,2.0,0.0,0.19,0.0,0.24,-0.24,1.27,0.85,0.24,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Qatar,Mohammad Al Manai,Qatar,MF,3,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Bosnia-Herzegovina,Nihad Mujakic,Bosnia-Herzegovina,DF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Qatar,Boualem Khoukhi,Qatar,DF,3,270,0.0,0.06,-0.06,2.0,0.0,0.0,0.03,0.0,0.02,-0.02,0.67,0.0,0.02,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Qatar,Hassan Al Haydos,Qatar,FW,2,58,1.0,0.33,0.67,1.0,1.0,100.0,0.33,1.55,0.51,1.04,1.55,1.55,0.51,1.55,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Qatar,Akram Afif,Qatar,FW,3,239,0.0,0.09,-0.09,2.0,0.0,0.0,0.05,0.0,0.03,-0.03,0.75,0.0,0.03,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Bosnia-Herzegovina,Esmir Bajraktarevic,Bosnia-Herzegovina,FW,3,190,0.0,0.05,-0.05,2.0,1.0,0.0,0.03,0.0,0.02,-0.02,0.95,0.47,0.02,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Qatar,Lucas Mendes,Qatar,DF,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Bosnia-Herzegovina,Arjan Malic,Bosnia-Herzegovina,DF,1,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Bosnia-Herzegovina,Armin Gigovic,Bosnia-Herzegovina,MF,1,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Qatar,Almoez Ali,Qatar,FW,1,18,0.0,0.07,-0.07,1.0,1.0,0.0,0.07,0.0,0.35,-0.35,5.0,5.0,0.35,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Qatar,Mohammed Muntari,Qatar,FW,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Qatar,Ayoub Al Oui,Qatar,DF,2,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Qatar,Al Hashmi Al Hussain,Qatar,DF,1,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Bosnia-Herzegovina,Edin Dzeko,Bosnia-Herzegovina,FW,2,128,0.0,0.23,-0.23,3.0,0.0,0.0,0.08,0.0,0.16,-0.16,2.11,0.0,0.16,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Bosnia-Herzegovina,Amar Dedic,Bosnia-Herzegovina,DF,2,180,0.0,0.03,-0.03,1.0,1.0,0.0,0.03,0.0,0.01,-0.01,0.5,0.5,0.01,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Bosnia-Herzegovina,Stjepan Radeljic,Bosnia-Herzegovina,DF,1,90,0.0,0.02,-0.02,1.0,0.0,0.0,0.02,0.0,0.02,-0.02,1.0,0.0,0.02,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Colombia,Willer Ditta,Colombia,DF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Congo DR,Ngal'ayel Mukau,Congo DR,MF,2,102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Colombia,Daniel Munoz,Colombia,DF,2,180,2.0,0.74,1.26,3.0,2.0,66.67,0.25,1.0,0.37,0.63,1.5,1.0,0.37,1.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Congo DR,Noah Sadiki,Congo DR,MF,2,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Congo DR,Nathanael Mbuku,Congo DR,FW,1,8,0.0,0.03,-0.03,1.0,1.0,0.0,0.03,0.0,0.34,-0.34,11.25,11.25,0.34,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Congo DR,Charles Pickel,Congo DR,MF,2,34,0.0,0.06,-0.06,1.0,0.0,0.0,0.06,0.0,0.16,-0.16,2.65,0.0,0.16,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Congo DR,Arthur Masuaku,Congo DR,DF,2,146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Colombia,Jorge Carrascal,Colombia,MF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Colombia,Juan Fernando Quintero,Colombia,MF,1,32,0.0,0.04,-0.04,1.0,0.0,0.0,0.04,0.0,0.11,-0.11,2.81,0.0,0.11,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Colombia,Gustavo Puerta,Colombia,MF,2,170,0.0,0.16,-0.16,6.0,2.0,0.0,0.03,0.0,0.08,-0.08,3.18,1.06,0.08,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Colombia,Santiago Arias,Colombia,DF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Congo DR,Cedric Bakambu,Congo DR,FW,2,142,0.0,0.24,-0.24,3.0,0.0,0.0,0.08,0.0,0.15,-0.15,1.9,0.0,0.15,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Congo DR,Fiston Mayele,Congo DR,FW,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Congo DR,Axel Tuanzebe,Congo DR,DF,2,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Congo DR,Samuel Moutoussamy,Congo DR,MF,2,172,0.0,0.11,-0.11,3.0,0.0,0.0,0.04,0.0,0.06,-0.06,1.57,0.0,0.06,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Congo DR,Meschack Elia,Congo DR,FW,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Congo DR,Joris Kayembe,Congo DR,DF,2,34,0.0,0.02,-0.02,1.0,0.0,0.0,0.02,0.0,0.05,-0.05,2.65,0.0,0.05,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Colombia,Yerry Mina,Colombia,DF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Congo DR,Gael Kakuta,Congo DR,MF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Congo DR,Dylan Batubinsika,Congo DR,DF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Congo DR,Yoane Wissa,Congo DR,FW,2,180,1.0,0.54,0.46,3.0,1.0,33.33,0.18,0.5,0.27,0.23,1.5,0.5,0.27,0.5,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Congo DR,Theo Bongonda,Congo DR,MF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Colombia,Jaminton Campaz,Colombia,MF,1,18,1.0,0.2,0.8,2.0,1.0,50.0,0.1,5.0,1.0,4.0,10.0,5.0,1.0,5.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Colombia,Luis Suarez,Colombia,FW,2,138,0.0,0.03,-0.03,1.0,0.0,0.0,0.03,0.0,0.02,-0.02,0.65,0.0,0.02,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Colombia,Deiver Machado,Colombia,DF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Colombia,Johan Mojica,Colombia,DF,2,180,0.0,0.03,-0.03,2.0,1.0,0.0,0.02,0.0,0.01,-0.01,1.0,0.5,0.01,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Colombia,Cucho Hernandez,Colombia,FW,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Congo DR,Aaron Wan-Bissaka,Congo DR,DF,2,175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Colombia,Davinson Sanchez,Colombia,DF,2,180,0.0,0.09,-0.09,2.0,1.0,0.0,0.04,0.0,0.04,-0.04,1.0,0.5,0.04,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Congo DR,Aaron Tshibola,Congo DR,MF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Colombia,Luis Diaz,Colombia,FW,2,179,1.0,0.65,0.35,7.0,3.0,14.29,0.09,0.5,0.33,0.18,3.52,1.51,0.33,0.5,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Colombia,Jefferson Lerma,Colombia,MF,2,180,0.0,0.18,-0.18,3.0,0.0,0.0,0.06,0.0,0.09,-0.09,1.5,0.0,0.09,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Congo DR,Brian Cipenga,Congo DR,FW,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Congo DR,Gedeon Kalulu,Congo DR,DF,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Colombia,Jhon Arias,Colombia,MF,2,166,0.0,0.31,-0.31,4.0,1.0,0.0,0.08,0.0,0.17,-0.17,2.17,0.54,0.17,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Colombia,Juan Portilla,Colombia,MF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Colombia,Andres Gomez,Colombia,FW,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Colombia,James Rodriguez,Colombia,MF,2,130,0.0,0.12,-0.12,3.0,2.0,0.0,0.04,0.0,0.08,-0.08,2.08,1.38,0.08,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Colombia,Richard Rios,Colombia,MF,2,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Colombia,Jhon Cordoba,Colombia,FW,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Congo DR,Edo Kayembe,Congo DR,MF,2,146,0.0,0.06,-0.06,2.0,1.0,0.0,0.03,0.0,0.04,-0.04,1.23,0.62,0.04,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Colombia,Jhon Lucumi,Colombia,DF,2,180,0.0,0.05,-0.05,1.0,0.0,0.0,0.05,0.0,0.03,-0.03,0.5,0.0,0.03,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Congo DR,Simon Banza,Congo DR,FW,2,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Congo DR,Chancel Mbemba,Congo DR,DF,2,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Congo DR,Steve Kapuadi,Congo DR,DF,2,180,0.0,0.19,-0.19,1.0,0.0,0.0,0.19,0.0,0.1,-0.1,0.5,0.0,0.1,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Colombia,Kevin Castano,Colombia,MF,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Panama,Cesar Yanis,Panama,FW,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
